num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2025S017736;14/02/2025;15:30:00;CALL. TORQUEMADA / CALL. VALDESPINA;5;16;HORTALEZA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;;;445689;4479718;N;
2025S017881;14/02/2025;19:30:00;CALL. LA RIOJA / CALL. PINOS DE OSUNA;1;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;449682;4478303;N;
2025S017942;14/02/2025;21:50:00;CALL. ELOY GONZALO / CALL. GENERAL ALVAREZ DE CASTRO;22;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;440501;4476199;N;
2025S018181;15/02/2025;20:00:00;AVDA. MENENDEZ PELAYO, 79;79;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;442515;4473434;N;
2025S018356;15/02/2025;23:45:00;CALL. TOLEDO, 92;92;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;439693;4473328;N;
2025S018372;15/02/2025;13:55:00;CALL. CAPRI / CALL. VERSALLES;33;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447524;4474105;N;
2025S018581;17/02/2025;7:50:00;AVDA. GENERAL PERON, 36;36;6;TETUÁN;Colisión lateral;Nublado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;441223;4478173;N;
2025S018760;17/02/2025;16:30:00;CALL. SIMCA / CALL. SOLARA;8;12;USERA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;3;Ingreso superior a 24 horas;439939;4468666;N;
2025S018979;18/02/2025;12:35:00;CALL. ALCALA, 141;141;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;442514;4475034;N;
2025S019034;18/02/2025;14:15:00;CALL. JOSE ORTEGA Y GASSET / CALL. VELAZQUEZ;22;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;442006;4475739;N;
2025S019178;18/02/2025;19:00:00;CALL. DIEGO DE LEON, 21;21;4;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;442080;4476259;N;
2025S019735;19/02/2025;20:02:00;CALL. TOLEDO / GTA. PUERTA DE TOLEDO;108;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439640;4473167;N;
2025S019760;19/02/2025;21:18:00;PLAZA. INDEPENDENCIA / CALL. SALUSTIANO OLOZAGA;3;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;;;441540;4474610;N;
2025S019958;20/02/2025;14:15:00;CALL. EMBAJADORES, 300;300;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;3;Ingreso superior a 24 horas;441421;4470728;N;
2025S019958;20/02/2025;14:15:00;CALL. EMBAJADORES, 300;300;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;441421;4470728;N;
2025S020083;20/02/2025;17:10:00;CALL. GRAN VIA, 45;45;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;;;440014;4474725;N;
2025S020165;20/02/2025;19:43:00;CTRA. VICALVARO A LA ESTACION DE O'DONNELL / CALL. VILLABLANCA;1;19;VICÁLVARO;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449511;4472762;N;
2025S020384;21/02/2025;9:20:00;CUESTA DE SAN VICENTE FAROLA 17;1;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;;;439270;4474647;N;
2025S020428;21/02/2025;13:30:00;PASEO. PUERTA DEL ANGEL / GTA. PATINES;14;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;;;437637;4474517;N;
2025S020659;21/02/2025;21:20:00;CALL. JUAN BAUTISTA DE TOLEDO / CALL. LUIS CABRERA;1;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;442853;4477200;N;
2025S020774;21/02/2025;23:40:00;CUSTA. VEGA, 1;1;1;CENTRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439196;4474054;N;
2025S020775;21/02/2025;23:55:00;PLAZA. ORIENTE, 1;1;1;CENTRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439503;4474417;N;
2025S021091;22/02/2025;2:45:00;GTA. SAN VICENTE, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;438856;4474643;N;
2025S021109;22/02/2025;0:30:00;CALL. PAYASO FOFO / CALL. ARROYO DEL OLIVAR;1;13;PUENTE DE VALLECAS;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443974;4471388;N;
2025S021129;22/02/2025;3:45:00;CALL. GENERAL RICARDOS / CALL. URGEL;90;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438538;4471660;S;
2025S021234;22/02/2025;6:46:00;AVDA. ALFONSO XIII, 165;165;5;CHAMARTÍN;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;442333;4479064;S;
2025S021296;22/02/2025;12:10:00;CTRA. CIUDAD UNIVERSITARIA, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;435583;4475867;N;
2025S021724;23/02/2025;11:40:00;CALL. ARMENGOT, 9;9;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;;;438917;4472048;N;
2025S021755;23/02/2025;21:00:00;CALL. BRAVO MURILLO, 216;216;6;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440533;4478800;N;
2025S021970;23/02/2025;18:00:00;CALL. MAYOR, 55;55;1;CENTRO;Colisión lateral;;Bicicleta;Conductor;De 21 a 24 años;Mujer;;;439805;4474144;N;
2025S022009;24/02/2025;18:45:00;CALL. BRESCIA, 3;3;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443731;4476414;N;
2025S022268;25/02/2025;10:15:00;CALL. EL TOBOSO / CALL. ERVIGIO;1;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;1;Atención en urgencias sin posterior ingreso;437872;4471643;N;
2025S022298;25/02/2025;13:30:00;CALL. JERONIMA LLORENTE, 78;78;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;1;Atención en urgencias sin posterior ingreso;439856;4478189;N;
2025S022654;25/02/2025;22:15:00;CALL. ELOY GONZALO / CALL. CARDENAL CISNEROS;10;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;440380;4476153;N;
2025S022994;26/02/2025;17:10:00;PLAZA. ENCUENTRO / AVDA. MORATALAZ;5;14;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;14;Sin asistencia sanitaria;444757;4473006;N;
2025S023067;26/02/2025;19:10:00;CALL. SERRANO / AVDA. CONCHA ESPINA;199;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;;;442196;4478119;N;
2025S023067;26/02/2025;19:10:00;CALL. SERRANO / AVDA. CONCHA ESPINA;199;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Peatón;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442196;4478119;N;
2025S023099;26/02/2025;21:05:00;CALL. ATOCHA, 68;68;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440795;4473685;N;
2025S023312;27/02/2025;12:15:00;CALL. SAN QUINTIN / CALL. BAILEN;10;1;CENTRO;Caída;Nublado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;439520;4474574;N;
2025S023319;27/02/2025;10:45:00;CALL. TUDELILLA, 3;3;6;TETUÁN;Caída;Nublado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439800;4478157;N;
2025S023331;27/02/2025;10:05:00;CALL. ATOCHA, 96;96;1;CENTRO;Caída;Lluvia débil;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440950;4473578;N;
2025S023333;27/02/2025;13:50:00;PLAZA. INDEPENDENCIA / CALL. SERRANO;6;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;441652;4474623;N;
2025S023365;27/02/2025;15:45:00;CALL. MARCELO USERA / CALL. AMOR HERMOSO;60;12;USERA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440247;4470839;N;
2025S023626;28/02/2025;0:20:00;RONDA. ATOCHA, 14;14;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;440864;4473115;N;
2025S024268;01/03/2025;22:35:00;PLAZA. EMPERADOR CARLOS V, 1;1;1;CENTRO;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;441225;4473277;N;
2025S024303;01/03/2025;23:55:00;CALL. PEDRO RICO, 31;31;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;441108;4481813;N;
2025S024357;02/03/2025;5:35:00;AVDA. PEDRO DIEZ, 30;30;11;CARABANCHEL;Colisión lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;;;437832;4471485;N;
2025S024414;02/03/2025;7:50:00;CALL. LOS YEBENES, 6;6;10;LATINA;Caída;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Mujer;2;Ingreso inferior o igual a 24 horas;435522;4472576;S;
2025S024414;02/03/2025;7:50:00;CALL. LOS YEBENES, 6;6;10;LATINA;Caída;Lluvia débil;Bicicleta;Peatón;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;435522;4472576;N;
2025S024495;02/03/2025;15:30:00;CALL. GUTENBERG / AVDA. CIUDAD DE BARCELONA;3;3;RETIRO;Caída;Lluvia débil;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442153;4472907;N;
2025S024544;03/03/2025;0:06:00;PASEO. EDUARDO DATO / CALL. ZURBANO;17;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;;;441233;4476039;N;
2025S024771;03/03/2025;17:05:00;CALL. GENERAL PARDIÑAS / CALL. JUAN BRAVO;67;4;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;442483;4476000;N;
2025S024882;03/03/2025;21:20:00;PASEO. EXTREMADURA / PTA. ANGEL;32;10;LATINA;Colisión lateral;;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;438208;4473932;N;
2025S024889;03/03/2025;23:25:00;AVDA. RAFAELA YBARRA, 137;137;17;VILLAVERDE;Colisión fronto-lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;439417;4467539;N;
2025S024910;04/03/2025;1:13:00;CALL. MARQUES DE VIANA, 26;26;6;TETUÁN;Colisión frontal;LLuvia intensa;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;440530;4479299;N;
2025S025009;04/03/2025;7:10:00;CALL. HIGUERAS, 11;11;10;LATINA;Caída;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;436929;4473239;N;
2025S025037;04/03/2025;10:30:00;CALL. ANTONIO LOPEZ, 58;58;11;CARABANCHEL;Alcance;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439759;4471837;N;
2025S025160;04/03/2025;15:35:00;CALL. CLAUDIO MOYANO, 2;2;3;RETIRO;Caída;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Mujer;2;Ingreso inferior o igual a 24 horas;441358;4473450;N;
2025S025268;04/03/2025;22:00:00;AVDA. GRAN VIA DE SAN FRANCISCO, 11;11;1;CENTRO;Alcance;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439464;4473424;N;
2025S025295;05/03/2025;3:30:00;AVDA. LAS AGUILAS, 99;99;10;LATINA;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;;;434039;4470425;N;
2025S025388;05/03/2025;11:30:00;CALL. VALDERRIBAS / CALL. LUIS MITJANS;72;3;RETIRO;Colisión fronto-lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;443144;4472595;N;
2025S025437;05/03/2025;13:30:00;CALL. PONZANO / CALL. SANTA ENGRACIA;4;7;CHAMBERÍ;Alcance;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;440679;4476512;N;
2025S025600;05/03/2025;18:15:00;CALL. LAGO CONSTANZA / CALL. ARRIAGA;99;15;CIUDAD LINEAL;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;445242;4475383;N;
2025S025618;05/03/2025;16:30:00;CALL. HERMENEGILDO BIELSA / CALL. CARMEN BRUGUERA;13;12;USERA;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;440451;4471190;N;
2025S025630;05/03/2025;14:35:00;PASEO. RECOLETOS, 1;1;1;CENTRO;Alcance;Nublado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441185;4474600;N;
2025S025686;05/03/2025;21:36:00;CALL. VELAZQUEZ / CALL. LOPEZ DE HOYOS;136;5;CHAMARTÍN;Alcance;Lluvia débil;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442085;4476723;N;
2025S025690;05/03/2025;21:55:00;AVDA. SANTO ANGEL DE LA GUARDA / CALL. GENERAL CADENAS CAMPOS;1;9;MONCLOA-ARAVACA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;439598;4479005;N;
2025S025853;06/03/2025;10:00:00;GTA. PIRAMIDES / PSRL. SUR DEL PUENTE DE TOLEDO;2;2;ARGANZUELA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439331;4472363;N;
2025S025869;06/03/2025;13:15:00;CALL. CLAUDIO MOYANO, 2;2;3;RETIRO;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Mujer;1;Atención en urgencias sin posterior ingreso;441498;4473450;N;
2025S025885;06/03/2025;13:08:00;CALL. SERRANO, 24;24;4;SALAMANCA;Caída;Nublado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441619;4475021;N;
2025S026444;07/03/2025;15:30:00;CALL. ALCALA, 23;23;1;CENTRO;Caída;LLuvia intensa;Bicicleta EPAC (pedaleo asistido);Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;440692;4474391;N;
2025S026448;07/03/2025;15:19:00;CALL. FUENCARRAL / CALL. BARCELO;83;1;CENTRO;Caída;LLuvia intensa;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;440515;4475314;N;
2025S026598;07/03/2025;21:25:00;AVDA. CIUDAD DE BARCELONA, 182;182;3;RETIRO;Caída;Lluvia débil;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;442698;4472492;N;
2025S026777;08/03/2025;4:40:00;PASEO. ERMITA DEL SANTO, 20;20;10;LATINA;Caída;Nublado;Bicicleta;Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;438656;4473626;N;
2025S026943;08/03/2025;17:30:00;CALL. ANTONIO MAURA, 1;1;3;RETIRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441294;4474214;N;
2025S026957;08/03/2025;19:45:00;AVDA. CONCHA ESPINA / PLAZA. LIMA;1;5;CHAMARTÍN;Caída;Lluvia débil;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;441494;4478160;N;
2025S027238;09/03/2025;11:21:00;CALL. ISABEL CLARA EUGENIA / CALL. JULIO CASARES;2;16;HORTALEZA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;445043;4482243;N;
2025S027255;09/03/2025;10:40:00;CTRA. SOMONTES AL PALACIO DE LA REAL QUINTA, 1;1;8;FUENCARRAL-EL PARDO;Caída;LLuvia intensa;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;436532;4482377;N;
2025S027357;09/03/2025;20:53:00;CALL. ELOY GONZALO, 19;19;7;CHAMBERÍ;Colisión lateral;Nublado;Bicicleta;Conductor;De 18 a 20 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440528;4476199;N;
2025S027358;09/03/2025;19:33:00;CALL. MAYOR / CALL. BAILEN;88;1;CENTRO;Alcance;LLuvia intensa;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439490;4474077;N;
2025S027651;10/03/2025;19:35:00;CALL. SERRANO, 216;216;5;CHAMARTÍN;Alcance;LLuvia intensa;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;442233;4478128;N;
2025S028130;11/03/2025;22:10:00;GTA. JOSE MARIA GARCIA DE PAREDES / AVDA. JOSE ANTONIO CORRALES;0;16;HORTALEZA;Colisión lateral;Nublado;Bicicleta;Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;447835;4481822;N;
2025S028131;11/03/2025;23:10:00;CALL. CARTAGENA, 115;115;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;442772;4476941;N;
2025S028135;11/03/2025;23:00:00;CALL. LOPE DE HARO / CALL. BERRUGUETE;24;6;TETUÁN;Caída;Nublado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440299;4478688;N;
2025S028416;12/03/2025;11:30:00;GTA. MAR DE CRISTAL / CALL. MAR ADRIATICO;1;16;HORTALEZA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;445855;4480124;N;
2025S028416;12/03/2025;11:30:00;GTA. MAR DE CRISTAL / CALL. MAR ADRIATICO;1;16;HORTALEZA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;Más de 74 años;Hombre;2;Ingreso inferior o igual a 24 horas;445855;4480124;N;
2025S028623;12/03/2025;19:30:00;CMNO. HORMIGUERAS / CALL. CASAS DE MIRAVETE;139;18;VILLA DE VALLECAS;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;445463;4469567;N;
2025S029169;13/03/2025;21:55:00;JDINS. PLAZA DE ORIENTE, 0;0;1;CENTRO;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;439630;4474381;N;
2025S029581;14/03/2025;19:55:00;CALL. GENERAL RICARDOS / CALL. PAULINA ODIAGA;74;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438660;4471735;N;
2025S029611;14/03/2025;21:15:00;PQUE. RETIRO, PUERTA FELIPE IV;0;3;RETIRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;441655;4474048;N;
2025S029735;15/03/2025;4:30:00;CALL. SAGASTA / CALL. CHURRUCA;4;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440511;4475585;N;
2025S029836;15/03/2025;12:08:00;CALL. ITURBE, 17;17;4;SALAMANCA;Alcance;Nublado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443412;4474788;N;
2025S029865;15/03/2025;13:40:00;AVDA. PARQUE / CALL. PIROTECNIA;2A;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;450244;4471681;N;
2025S029879;15/03/2025;14:55:00;CALL. ESPARTEROS, 6;6;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440176;4474175;N;
2025S029885;15/03/2025;14:33:00;CALL. GRAN VIA, 53;53;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439932;4474791;N;
2025S030047;15/03/2025;14:25:00;PASEO. ACACIAS, 30A;30A;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;439739;4472725;N;
2025S030156;16/03/2025;15:15:00;AVDA. NICETO ALCALA ZAMORA / CTRA. ESTACION DE HORTALEZA;3;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;444913;4481429;N;
2025S030159;16/03/2025;15:40:00;CALL. RECESVINTO / CALL. RASCON;17;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438247;4471874;N;
2025S030165;16/03/2025;19:40:00;CALL. HERMANOS GARCIA NOBLEJAS, 30;30;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;3;Ingreso superior a 24 horas;446066;4476212;N;
2025S030239;17/03/2025;5:20:00;CALL. PROFESOR WAKSMAN / CALL. PADRE DAMIAN;13;5;CHAMARTÍN;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;2;Ingreso inferior o igual a 24 horas;441739;4478594;N;
2025S030848;17/03/2025;21:50:00;CALL. GRAN VIA / CALL. CLAVEL;16;1;CENTRO;Colisión fronto-lateral;;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;;;440649;4474601;N;
2025S030916;18/03/2025;18:54:00;PASEO. INFANTA ISABEL / CSCUL. ALFONSO XII;4;3;RETIRO;Caída;Nublado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441502;4473219;N;
2025S031177;18/03/2025;20:30:00;CALL. ANTONIO LOPEZ, 189;189;12;USERA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440988;4470756;N;
2025S031367;18/03/2025;20:20:00;CALL. MAIQUEZ, 4;4;4;SALAMANCA;Colisión lateral;Nublado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;442935;4474901;N;
2025S031074;19/03/2025;9:00:00;CALL. AUGUSTO FIGUEROA, 36;36;1;CENTRO;Otro;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;14;Sin asistencia sanitaria;440951;4474825;N;
2025S031263;19/03/2025;17:56:00;CALL. DULCINEA / CALL. AVILA;69;6;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;440694;4478206;N;
2025S031265;19/03/2025;16:35:00;AVDA. LOS ROSALES / AUTOV. A-4;36;12;USERA;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;442009;4468299;N;
